,words,IPA
26781,lowprofile,l@Upr@UfaIl
26782,low-relief,l@UrIlif
26783,lowseason,"l@Usizn,"
26784,low-spirited,l@UspIrItId
26785,lowtide,l@UtaId
26786,lowwater,l@UwOt@rɞ
26787,loyal,lOI@l
26788,loyalist,lOI@lIst
26789,loyally,lOI@lI
26790,loyalty,lOI@ltI
26791,lozenge,lOzIndZ
26792,LP,Elpi
26793,L-plate,ElpleIt
26794,LSD,ElEsdi
26795,Lsd,ElEsdi
26796,Ltd.,lImItId
26797,lubber,lVb@rɞ
26798,lubberly,lVb@lI
26799,lubricant,lubrIk@nt
26800,lubricate,lubrIkeIt
26801,lubrication,"lubrIkeISn,"
26802,lubricator,lubrIkeIt@rɞ
26803,lubricious,lubrIS@s
26804,lucent,"lusn,t"
26805,lucerne,lus3n
26806,lucid,lusId
26807,lucidity,lusId@tI
26808,lucidly,lusIdlI
26809,Lucifer,lusIf@rɞ
26810,luck,lVk
26811,luckily,lVkIlI
26812,luckiness,lVkInIs
26813,luckless,lVklIs
26814,luckout,lVkaUt
26815,lucky,lVkI
26816,luckydip,lVkIdIp
26817,lucrative,lukr@tIv
26818,lucratively,lukr@tIvlI
26819,lucre,luk@rɞ
26820,Ludd,lVd
26821,Luddite,lVdaIt
26822,ludicrous,ludIkr@s
26823,ludicrously,ludIkr@slI
26824,ludicrousness,ludIkr@snIs
26825,ludo,lud@U
26826,luff,lVf
26827,lug,lVg
26828,lug,lVg
26829,lug,lVg
26830,luge,luZ
26831,luggage,lVgIdZ
26832,luggage-carrier,lVgIdZkɑrI@rɞ
26833,luggage-rack,lVgIdZrɑk
26834,luggage-van,lVgIdZvɑn
26835,lugger,lVg@rɞ
26836,lughole,lVgh@Ul
26837,lugsail,lVgseIl
26838,lugubrious,lugubrI@s
26839,lugubriously,lugubrI@slI
26840,lugubriousness,lugubrI@snIs
26841,lukewarm,lukwOm
26842,lukewarmly,lukwOmlI
26843,lukewarmness,lukwOmnIs
26844,lull,lVl
26845,lull,lVl
26846,lullaby,lVl@baI
26847,lumbago,lVmbeIg@U
26848,lumbar,lVmb@rɞ
26849,lumber,lVmb@rɞ
26850,lumber,lVmb@rɞ
26851,lumberjack,lVmb@dZɑk
26852,lumberman,lVmb@m@n
26853,lumber-mill,lVmb@mIl
26854,lumberroom,lVmb@rUm
26855,lumberyard,lVmb@jAd
26856,luminary,lumIn@rI
26857,luminosity,lumInOs@tI
26858,luminous,lumIn@s
26859,luminously,lumIn@slI
26860,luminouspaint,lumIn@speInt
26861,lumme,lVmI
26862,lummox,lVm@ks
26863,lump,lVmp
26864,lump,lVmp
26865,lump,lVmp
26866,lumpish,lVmpIS
26867,lumptogether,lVmpt@gED@rɞ
26868,lumpy,lVmpI
26869,lunacy,lun@sI
26870,lunar,lun@rɞ
26871,lunarmonth,lun@mVnT
26872,lunate,luneIt
26873,lunatic,lun@tIk
26874,lunatic,lun@tIk
26875,lunaticasylum,lun@tIk@saIl@m
26876,lunaticfringe,lun@tIkfrIndZ
26877,lunch,lVntS
26878,lunch,lVntS
26879,luncheon,lVntS@n
26880,luncheonmeat,lVntS@nmit
26881,lunchtime,lVntStaIm
26882,lung,lVN
26883,lunge,lVndZ
26884,lunge,lVndZ
26885,lungfish,lVNfIS
26886,lungpower,lVNpaU@rɞ
26887,lupin,lupIn
26888,lurch,l3tS
26889,lurch,l3tS
26890,lurch,l3tS
26891,lurcher,l3tS@rɞ
26892,lure,lU@rɞ
26893,lure,lU@rɞ
26894,lurgy,l3gI
26895,lurid,lU@rId
26896,luridly,lU@rIdlI
26897,luridness,lU@rIdnIs
26898,lurk,l3k
26899,lurking-place,l3kINpleIs
26900,luscious,lVS@s
26901,lusciously,lVS@slI
26902,lusciousness,lVS@snIs
26903,lush,lVS
26904,lush,lVS
26905,lust,lVst
26906,lustafter,lVstAft@rɞ
26907,lustfor,lVstfOrɞ
26908,lustful,lVstfUl
26909,lustfully,lVstfUlI
26910,lustfulness,lVstfUlnIs
26911,lustily,lVstIlI
26912,lustiness,lVstInIs
26913,lustre,lVst@rɞ
26914,lustrous,lVstr@s
26915,lustrously,lVstr@slI
26916,lusty,lVstI
26917,lutanist,lut@nIst
26918,lute,lut
26919,lute,lut
26920,Luther,luT@rɞ
26921,Lutheran,luT@r@n
26922,Lutheran,luT@r@n
26923,luv,lVv
26924,Luxemburg,lVks@mb3g
26925,Luxemburger,lVks@mb3g@rɞ
26926,Luxemburger,lVks@mb3g@rɞ
26927,luxuriance,lVgZU@rI@ns
26928,luxuriant,lVgZU@rI@nt
26929,luxuriantly,lVgZU@rI@ntlI
26930,luxuriatein,lVgZU@rIeItIn
26931,luxurious,lVgZU@rI@s
26932,luxuriously,lVgZU@rI@slI
26933,luxury,lVkS@rI
26934,lycee,liseI
26935,lyceum,laIsI@m
26936,lychee,laItSi
26937,lychgate,lItSgeIt
26938,lye,laI
26939,lying-in,laIINIn
26940,lymph,lImf
26941,lymphatic,lImfɑtIk
26942,lynch,lIntS
26943,lynchlaw,lIntSlO
26944,lynx,lINks
26945,lynx-eyed,lINksaId
26946,lyre,laI@rɞ
26947,lyrebird,laI@b3d
26948,lyric,lIrIk
26949,lyric,lIrIk
26950,lyrical,"lIrIkl,"
26951,lyrically,lIrIk@lI
26952,lyricism,lIrIsIz@m
26953,lyricist,lIrIsIst
26954,lyrics,lIrIks
26955,Lysol,laIsOl
26956,m,Em
26957,m,Em
26958,m,Em
26959,M,Em
26960,ma,mA
26961,MA,EmeI
26962,ma'am,mɑm
26963,mac,mɑk
26964,macabre,m@kAbr@
26965,macadam,m@kɑd@m
26966,macadamize,m@kɑd@maIz
26967,macaroni,mɑk@r@UnI
26968,macaroon,mɑk@run
26969,macaw,m@kO
26970,mace,meIs
26971,mace-bearer,meIsbE@r@rɞ
26972,Macedonia,mɑsId@Unj@
26973,Macedonian,mɑsId@Unj@n
26974,Macedonian,mɑsId@Unj@n
26975,macerate,mɑs@reIt
26976,maceration,"mɑs@reISn,"
26977,Mach,mɑk
26978,Mach,mɑk
26979,machete,m@tSEtI
26980,Machiavelli,mɑkI@vElI
26981,Machiavellian,mɑkI@vElI@n
26982,machinate,mɑkIneIt
26983,machination,"mɑkIneISn,"
26984,machine,m@Sin
26985,machine,m@Sin
26986,machinegun,m@SingVn
26987,machine-made,m@SinmeId
26988,machinery,m@Sin@rI
26989,machinetool,m@Sintul
26990,machinist,m@SinIst
26991,machismo,m@tSIzm@U
26992,mack,mɑk
26993,mackerel,mɑkr@l
26994,mackintosh,mɑkIntOS
26995,macrame,m@krAmI
26996,macrobiotic,mɑkr@UbaIOtIk
26997,macrocosm,mɑkr@UkOz@m
26998,mad,mɑd
26999,Madagascan,mɑd@gɑsk@n
27000,Madagascan,mɑd@gɑsk@n
27001,Madagascar,mɑd@gɑsk@rɞ
27002,madam,mɑd@m
27003,Madam,mɑd@m
27004,Madame,mɑd@m
27005,madcap,mɑdkɑp
27006,madden,"mɑdn,"
27007,maddening,"mɑdn,IN"
27008,madder,mɑd@rɞ
27009,Madeira,m@dI@r@
27010,Madeira,m@dI@r@
27011,Madeiracake,m@dI@r@keIk
27012,mademoiselle,mɑd@mw@zEl
27013,made-to-measure,meIdt@mEZ@rɞ
27014,madhouse,mɑdhaUs
27015,madly,mɑdlI
27016,madman,mɑdm@n
27017,madness,mɑdnIs
27018,Madonna,m@dOn@
27019,Madonnalily,m@dOn@lIlI
27020,madras,m@drAs
27021,madrigal,"mɑdrIgl,"
27022,madwoman,mɑdwUm@n
27023,maelstrom,meIlstrOm
27024,maenad,minɑd
27025,maestro,maIstr@U
27026,maffick,mɑfIk
27027,mafia,mɑfI@
27028,Mafia,mɑfI@
27029,mag,mɑg
27030,magazine,mɑg@zin
27031,magenta,m@dZEnt@
27032,magenta,m@dZEnt@
27033,maggot,mɑg@t
27034,maggoty,mɑg@tI
27035,Magi,meIdZaI
27036,magic,mɑdZIk
27037,magic,mɑdZIk
27038,magical,"mɑdZIkl,"
27039,magically,mɑdZIk@lI
27040,magiceye,mɑdZIkaI
27041,magician,"m@dZISn,"
27042,magiclantern,mɑdZIklɑnt@n
27043,magisterial,mɑdZIstI@rI@l
27044,magisterially,mɑdZIstI@rI@lI
27045,magistracy,mɑdZIstr@sI
27046,magistrate,mɑdZIstreIt
27047,magma,mɑgm@
27048,magnanimity,mɑgn@nIm@tI
27049,magnanimous,mɑgnɑnIm@s
27050,magnanimously,mɑgnɑnIm@slI
27051,magnate,mɑgneIt
27052,magnesia,mɑgniS@
27053,magnesium,mɑgnizI@m
27054,magnet,mɑgnIt
27055,magnetic,mɑgnEtIk
27056,magnetically,mɑgnEtIk@lI
27057,magneticfield,mɑgnEtIkfild
27058,magneticpole,mɑgnEtIkp@Ul
27059,magnetictape,mɑgnEtIkteIp
27060,magnetism,mɑgnItIz@m
27061,magnetization,"mɑgnItaIzeISn,"
27062,magnetize,mɑgnItaIz
27063,magneto,mɑgnit@U
27064,Magnificat,mɑgnIfIkɑt
27065,magnification,"mɑgnIfIkeISn,"
27066,magnificence,"mɑgnIfIsn,s"
27067,magnificent,"mɑgnIfIsn,t"
27068,magnificently,"mɑgnIfIsn,tlI"
27069,magnifier,mɑgnIfaI@rɞ
27070,magnify,mɑgnIfaI
27071,magnifyingglass,mɑgnIfaIINglAs
27072,magniloquence,mɑgnIl@Ukw@ns
27073,magniloquent,mɑgnIl@Ukw@nt
27074,magniloquently,mɑgnIl@Ukw@ntlI
27075,magnitude,mɑgnItjud
27076,Magnol,mɑnjOl
27077,magnolia,mɑgn@Ulj@
27078,magnum,mɑgn@m
27079,magnumopus,mɑgn@m@Up@s
27080,magpie,mɑgpaI
27081,magus,meIg@s
27082,Magyar,mɑgjArɞ
27083,Magyar,mɑgjArɞ
27084,maharajah,mAh@rAdZ@
27085,maharani,mAh@rAni
27086,mahatma,m@hAtm@
27087,mahjong,mAdZON
27088,mahogany,m@hOg@nI
27089,mahout,m@haUt
27090,maid,meId
27091,maiden,"meIdn,"
27092,maiden,"meIdn,"
27093,maidenhair,"meIdn,hE@rɞ"
27094,maidenhairtree,"meIdn,hE@tri"
27095,maidenhead,"meIdn,hEd"
27096,maidenhood,"meIdn,hUd"
27097,maidenlike,"meIdn,laIk"
27098,maidenly,"meIdn,lI"
27099,maidenname,"meIdn,neIm"
27100,maidofhonour,meIdOvOn@rɞ
27101,maidservant,meIds3v@nt
27102,mail,meIl
27103,mail,meIl
27104,mailbag,meIlbɑg
27105,mailboat,meIlb@Ut
27106,mailbox,meIlbOks
27107,mailed,meIld
27108,mailing-card,meIlINkAd
27109,mailing-list,meIlINlIst
27110,mailman,meIlmɑn
27111,mailorder,meIlOd@rɞ
27112,mail-train,meIltreIn
27113,maim,meIm
27114,main,meIn
27115,main,meIn
27116,mainchance,meIntSAns
27117,mainclause,meInklOz
27118,maindeck,meIndEk
27119,maindrag,meIndrɑg
27120,mainland,meInl@nd
27121,mainline,meInlaIn
27122,mainline,meInlaIn
27123,mainly,meInlI
27124,mainmast,meInmAst
27125,mains,meInz
27126,mainsail,meInseIl
27127,mainspring,meInsprIN
27128,mainstay,meInsteI
27129,mainstream,meInstrim
27130,maintain,meInteIn
27131,maintainable,"meInteIn@bl,"
27132,maintenance,meInt@n@ns
27133,maintenanceorder,meInt@n@nsOd@rɞ
27134,maisonette,meIz@nEt
27135,maisonnette,meIz@nEt
27136,maize,meIz
27137,majestic,m@dZEstIk
27138,majestical,"m@dZEstIkl,"
27139,majestically,m@dZEstIk@lI
27140,majesty,mɑdZ@stI
27141,Majesty,mɑdZ@stI
27142,majolica,m@jOlIk@
27143,major,meIdZ@rɞ
27144,major,meIdZ@rɞ
27145,majordomo,meIdZ@d@Um@U
27146,majorette,meIdZ@rEt
27147,major-general,meIdZ@dZEn@r@l
27148,majorin,meIdZ@rIn
27149,majority,m@dZOr@tI
27150,majorpremise,meIdZ@prEmIs
27151,majorscale,meIdZ@skeIl
27152,majorsuit,meIdZ@sut
27153,make,meIk
27154,make,meIk
27155,makeafter,meIkAft@rɞ
27156,makeawaywith,meIk@weIwID
27157,make-believe,meIkbIliv
27158,makefor,meIkfOrɞ
27159,makeof,meIkOv
27160,makeoff,meIkOf
27161,makeoffwith,meIkOfwID
27162,makeout,meIkaUt
27163,makeover,meIk@Uv@rɞ
27164,maker,meIk@rɞ
27165,makeshift,meIkSIft
27166,makeshift,meIkSIft
27167,maketoward,meIkt@wOd
27168,maketowards,meIkt@wOdz
27169,make-up,meIkVp
27170,makeup,meIkVp
27171,makeupfor,meIkVpfOrɞ
27172,makeupto,meIkVptu
27173,makeweight,meIkweIt
27174,makewith,meIkwID
27175,making,meIkIN
27176,makings,meIkINz
27177,malaccacane,m@lɑk@keIn
27178,malachite,mɑl@kaIt
27179,maladjusted,mɑl@dZVstId
27180,maladjustment,mɑl@dZVstm@nt
27181,maladministration,"mɑl@dmInIstreISn,"
27182,maladroit,mɑl@drOIt
27183,maladroitly,mɑl@drOItlI
27184,maladroitness,mɑl@drOItnIs
27185,malady,mɑl@dI
27186,malaise,mɑleIz
27187,Malaprop,mɑl@prOp
27188,malapropism,mɑl@prOpIz@m
27189,malapropos,mɑlɑpr@p@U
27190,malapropos,mɑlɑpr@p@U
27191,malaria,m@lE@rI@
27192,malarial,m@lE@rI@l
27193,Malawi,m@lAwI
27194,Malawian,m@lAwI@n
27195,Malawian,m@lAwI@n
27196,Malay,m@leI
27197,Malay,m@leI
27198,Malaya,m@leI@
27199,Malayan,m@leI@n
27200,Malayan,m@leI@n
27201,Malaysia,m@leIzI@
27202,Malaysian,m@leIzI@n
27203,Malaysian,m@leIzI@n
27204,malcontent,mɑlk@ntEnt
27205,malcontent,mɑlk@ntEnt
27206,malcontented,mɑlk@ntEntId
27207,male,meIl
27208,male,meIl
27209,malediction,"mɑlIdIkSn,"
27210,malefactor,mɑlIfɑkt@rɞ
27211,maleficence,m@lEfIs@ns
27212,maleficent,"m@lEfIsn,t"
27213,maleprostitute,meIlprOstItjut
27214,malevolence,m@lEv@l@ns
27215,malevolent,m@lEv@l@nt
27216,malevolently,m@lEv@l@ntlI
27217,malfeasance,"mɑlfizn,s"
27218,malfeasant,"mɑlfizn,t"
27219,malformation,"mɑlfOmeISn,"
27220,malformed,mɑlfOmd
27221,malfunction,"mɑlfVNkSn,"
27222,malfunction,"mɑlfVNkSn,"
27223,Mali,mAlI
27224,Malian,mAlI@n
27225,Malian,mAlI@n
27226,malice,mɑlIs
27227,malicious,m@lIS@s
27228,maliciously,m@lIS@slI
27229,malign,m@laIn
27230,malign,m@laIn
27231,malignancy,m@lIgn@nsI
27232,malignant,m@lIgn@nt
27233,malignantly,m@lIgn@ntlI
27234,malignity,m@lIgn@tI
27235,malinger,m@lINg@rɞ
27236,malingerer,m@lINg@r@rɞ
27237,mall,mOl
27238,mallard,mɑlAd
27239,malleability,mɑlI@bIl@tI
27240,malleable,"mɑlI@bl,"
27241,mallet,mɑlIt
27242,mallow,mɑl@U
27243,malmsey,mAmzI
27244,malnutrition,"mɑlnjutrISn,"
27245,malodorous,mɑl@Ud@r@s
27246,malpractice,mɑlprɑktIs
27247,malt,mOlt
27248,malt,mOlt
27249,Malta,mOlt@
27250,maltedmilk,mOltIdmIlk
27251,Maltese,mOltiz
27252,Maltese,mOltiz
27253,Maltesecross,mOltizkrOs
27254,Malthus,mɑlT@s
27255,Malthusian,mɑlTjuzj@n
27256,maltreat,mɑltrit
27257,maltreatment,mɑltritm@nt
27258,maltster,mOltst@rɞ
27259,malversation,"mɑlv3seISn,"
27260,mam,mɑm
27261,mama,mAm@
27262,mamba,mɑmb@
27263,mambo,mɑmb@U
27264,mammal,"mɑml,"
27265,mammary,mɑm@rI
27266,mammon,mɑm@n
27267,mammoth,mɑm@T
27268,mammy,mɑmI
27269,man,mɑn
27270,man,mɑn
27271,man,mɑn
27272,manacle,"mɑn@kl,"
27273,manacle,"mɑn@kl,"
27274,manage,mɑnIdZ
27275,manageability,mɑnIdZ@bIl@tI
27276,manageable,"mɑnIdZ@bl,"
27277,management,mɑnIdZm@nt
27278,manager,mɑnIdZ@rɞ
27279,manageress,mɑnIdZ@rEs
27280,managerial,mɑn@dZI@rI@l
27281,man-at-arms,mɑn@tAmz
27282,manatee,mɑn@ti
27283,mandarin,mɑnd@rIn
27284,mandarinduck,mɑnd@rIndVk
27285,mandate,mɑndeIt
27286,mandate,mɑndeIt
27287,mandatory,mɑnd@t@rI
27288,mandatory,mɑnd@t@rI
27289,mandible,"mɑndIbl,"
27290,mandolin,mɑnd@lin
27291,mandragora,mɑndrɑg@r@
27292,mandrake,mɑndreIk
27293,mandrill,mɑndrIl
27294,mane,meIn
27295,man-eater,mɑnit@rɞ
27296,man-eating,mɑnitIN
27297,manFriday,mɑnfraIdI
27298,manful,mɑnfUl
27299,manfully,mɑnfUlI
27300,manganese,mɑNg@niz
27301,mange,meIndZ
27302,mangel-wurzel,"mɑNgl,w3zl,"
27303,manger,meIndZ@rɞ
27304,mangily,meIndZIlI
27305,mangle,"mɑNgl,"
27306,mangle,"mɑNgl,"
27307,mangle,"mɑNgl,"
27308,mango,mɑNg@U
27309,mangosteen,mɑNg@Ustin
27310,mangrove,mɑNgr@Uv
27311,mangy,meIndZI
27312,manhandle,"mɑnhɑndl,"
27313,manhattan,"mɑnhɑtn,"
27314,manhole,mɑnh@Ul
27315,manhood,mɑnhUd
27316,manhour,mɑnaU@rɞ
27317,mania,meInj@
27318,maniac,meInIɑk
27319,maniacal,"m@naI@kl,"
27320,maniacally,m@naI@k@lI
27321,manic,mɑnIk
27322,manic-depressive,mɑnIkdIprEsIv
27323,manic-depressive,mɑnIkdIprEsIv
27324,manicure,mɑnIkjU@rɞ
27325,manicure,mɑnIkjU@rɞ
27326,manicurist,mɑnIkjU@rIst
27327,manifest,mɑnIfEst
27328,manifest,mɑnIfEst
27329,manifest,mɑnIfEst
27330,manifestation,"mɑnIfEsteISn,"
27331,manifestly,mɑnIfEstlI
27332,manifesto,mɑnIfEst@U
27333,manifold,mɑnIf@Uld
27334,manifold,mɑnIf@Uld
27335,manifold,mɑnIf@Uld
27336,manila,m@nIl@
27337,Manila,m@nIl@
27338,manioc,mɑnIOk
27339,manipulate,m@nIpjUleIt
27340,manipulation,"m@nIpjUleISn,"
27341,manipulative,m@nIpjUl@tIv
27342,manjack,mɑndZɑk
27343,mankind,mɑnkaInd
27344,manlike,mɑnlaIk
27345,manliness,mɑnlInIs
27346,manly,mɑnlI
27347,man-made,mɑnmeId
27348,manna,mɑn@
27349,manned,mɑnd
27350,mannequin,mɑnIkIn
27351,manner,mɑn@rɞ
27352,mannered,mɑn@d
27353,mannerism,mɑn@rIz@m
27354,mannerly,mɑn@lI
27355,manners,mɑn@z
27356,mannish,mɑnIS
27357,mannishly,mɑnISlI
27358,mannishness,mɑnISnIs
27359,manoeuvrability,m@nuvr@bIl@tI
27360,manoeuvrable,"m@nuvr@bl,"
27361,manoeuvre,m@nuv@rɞ
27362,manoeuvre,m@nuv@rɞ
27363,manoeuvrer,m@nuv@r@rɞ
27364,man-of-war,mɑn@vwOrɞ
27365,manometer,m@nOmIt@rɞ
27366,manometric,mɑn@UmEtrIk
27367,manometrical,"mɑn@UmEtrIkl,"
27368,manometrically,mɑn@UmEtrIk@lI
27369,manor,mɑn@rɞ
27370,manor-house,mɑn@haUs
27371,manorial,m@nOrI@l
27372,manpower,mɑnpaU@rɞ
27373,manque,mA~NkeI
27374,mansard,mɑnsAd
27375,mansardroof,mɑnsAdruf
27376,manse,mɑns
27377,manservant,mɑns3v@nt
27378,mansion,"mɑnSn,"
27379,mansions,"mɑnSn,z"
27380,man-size,mɑnsaIz
27381,man-sized,mɑnsaIzd
27382,manslaughter,mɑnslOt@rɞ
27383,mantel,"mɑntl,"
27384,mantelpiece,"mɑntl,pis"
27385,mantelshelf,"mɑntl,SElf"
27386,mantilla,mɑntIl@rɞ
27387,mantis,mɑntIs
27388,mantle,"mɑntl,"
27389,mantle,"mɑntl,"
27390,man-to-man,mɑnt@mɑn
27391,mantrap,mɑntrɑp
27392,manual,mɑnjU@l
27393,manual,mɑnjU@l
27394,manually,mɑnjU@lI
27395,manufacture,mɑnjUfɑktS@rɞ
27396,manufacture,mɑnjUfɑktS@rɞ
27397,manufacturer,mɑnjUfɑktS@r@rɞ
27398,manumission,"mɑnjUmISn,"
27399,manumit,mɑnjUmIt
27400,manure,m@njU@rɞ
27401,manure,m@njU@rɞ
27402,manuscript,mɑnjUskrIpt
27403,Manx,mɑNks
27404,Manx,mɑNks
27405,Manxcat,mɑNkskɑt
27406,many,mEnI
27407,many-sided,mEnIsaIdId
27408,many-sidedness,mEnIsaIdIdnIs
27409,Mao,maU
27410,Maoism,maUIz@m
27411,Maoist,maUIst
27412,Maoist,maUIst
27413,Maori,maUrI
27414,Maori,maUrI
27415,map,mɑp
27416,map,mɑp
27417,maple,"meIpl,"
27418,maple-leaf,"meIpl,lif"
27419,maplesugar,"meIpl,SUg@rɞ"
27420,mapout,mɑpaUt
27421,mapping,mɑpIN
27422,map-reader,mɑprid@rɞ
27423,maquis,mɑki
27424,mar,mArɞ
27425,marabou,mɑr@bu
27426,maraschino,mɑr@skin@U
27427,marathon,"mɑr@Tn,"
27428,maraud,m@rOd
27429,marauder,m@rOd@rɞ
27430,marble,"mAbl,"
27431,marbled,"mAbl,d"
27432,marbles,"mAbl,z"
27433,marc,mAk
27434,marcasite,mAk@saIt
27435,march,mAtS
27436,march,mAtS
27437,March,mAtS
27438,march,mAtS
27439,marcher,mAtS@rɞ
27440,marchingorders,mAtSINOd@z
27441,marchioness,mAS@nIs
27442,march-past,mAtSpAst
27443,marchwith,mAtSwID
27444,MardiGras,mAdIgrA
27445,mare,mE@rɞ
27446,mare,mAreI
27447,mare'snest,mE@znEst
27448,margarine,mAdZ@rin
27449,marge,mAdZ
27450,margin,mAdZIn
27451,marginal,"mAdZInl,"
27452,marginally,mAdZIn@lI
27453,Margrave,mAgreIv
27454,marguerite,mAg@rit
27455,Maria,m@ri@
27456,marigold,mɑrIg@Uld
27457,marijuana,mɑrjuAn@
27458,marimba,m@rImb@
27459,marina,m@rin@
27460,marinade,mɑrIneId
27461,marinade,mɑrIneId
27462,marinate,mɑrIneIt
27463,marine,m@rin
27464,marine,m@rin
27465,MarineCorps,m@rinkOrɞ
27466,mariner,mɑrIn@rɞ
27467,marionette,mɑrI@nEt
27468,marital,"mɑrItl,"
27469,maritally,"mɑrItl,I"
27470,maritime,mɑrItaIm
27471,marjoram,mAdZ@r@m
27472,mark,mAk
27473,mark,mAk
27474,markdown,mAkdaUn
27475,markdown,mAkdaUn
27476,marked,mAkt
27477,markedly,mAkIdlI
27478,marker,mAk@rɞ
27479,market,mAkIt
27480,market,mAkIt
27481,marketability,mAkIt@bIl@tI
27482,marketable,"mAkIt@bl,"
27483,market-cross,mAkItkrOs
27484,market-day,mAkItdeI
27485,marketeer,mAk@tI@rɞ
27486,marketer,mAkIt@rɞ
27487,market-garden,"mAkItgAdn,"
27488,marketgardener,mAkItgAdn@rɞ
27489,market-gardening,mAkItgAdnIN
27490,marketing,mAkItIN
27491,marketplace,mAkItpleIs
27492,marketprice,mAkItpraIs
27493,marketresearch,mAkItrIs3tS
27494,market-square,mAkItskwE@rɞ
27495,market-town,mAkIttaUn
27496,marking,mAkIN
27497,marking-ink,mAkININk
27498,markoff,mAkOf
27499,markout,mAkaUt
27500,marksman,mAksm@n
27501,marksmanship,mAksm@nSIp
27502,markswoman,mAkswUm@n
27503,markup,mAkVp
27504,markup,mAkVp
27505,marl,mAl
27506,marline,mAlIn
27507,marlinespike,mAlInspaIk
27508,marmalade,mAm@leId
27509,marmoreal,mAmOrI@l
27510,marmoset,mAm@UzEt
27511,marmot,mAm@t
27512,marocain,mɑr@keIn
27513,maroon,m@run
27514,maroon,m@run
27515,maroon,m@run
27516,marque,mAk
27517,marquee,mAki
27518,marquetry,mAkItrI
27519,marquis,mAkwIs
27520,marram,mɑr@m
27521,marramgrass,mɑr@mgrAs
27522,marriage,mɑrIdZ
27523,marriageability,mɑrIdZ@bIl@tI
27524,marriageable,"mɑrIdZ@bl,"
27525,marriagelines,mɑrIdZlaInz
27526,married,mɑrId
27527,marrow,mɑr@U
27528,marrowbone,mɑr@Ub@Un
27529,marrowfat,mɑr@Ufɑt
27530,marrowfatpea,mɑr@Ufɑtpi
27531,marry,mɑrI
27532,marryoff,mɑrIOf
27533,Mars,mAz
27534,Marsala,mAsAl@
27535,Marsala,mAsAl@
27536,Marseillaise,mAseIjeIz
27537,marsh,mAS
27538,marshal,"mASl,"
27539,marshal,"mASl,"
27540,marshalling-yard,"mASl,INjAd"
27541,marshgas,mASgɑs
27542,marshmallow,mASmɑl@U
27543,marshy,mASI
27544,marsupial,mAsupj@l
27545,marsupial,mAsupj@l
27546,mart,mAt
27547,marten,mAtIn
27548,martial,"mASl,"
27549,martiallaw,"mASl,lO"
27550,martially,mAS@lI
27551,Martian,"mASn,"
27552,Martian,"mASn,"
27553,martin,mAtIn
27554,martinet,mAtInEt
27555,martini,mAtinI
27556,Martinmas,mAtInm@s
27557,martyr,mAt@rɞ
27558,martyr,mAt@rɞ
27559,martyrdom,mAt@d@m
27560,marvel,"mAvl,"
27561,marvel,"mAvl,"
27562,marvellous,mAv@l@s
27563,marvellously,mAv@l@slI
27564,Marx,mAks
27565,Marxism,mAksIz@m
27566,Marxism-Leninism,mAksIz@mlEnInIz@m
27567,Marxist,mAksIst
27568,Marxist,mAksIst
27569,Marxist-Leninist,mAksIstlEnInIst
27570,Marxist-Leninist,mAksIstlEnInIst
27571,Mary,mE@rI
27572,marzipan,mAzIpɑn
27573,masc.,mɑskjUlIn
27574,mascara,mɑskAr@
27575,mascot,mɑsk@t
27576,masculine,mɑskjUlIn
27577,masculine,mɑskjUlIn
27578,masculinity,mɑskjUlIn@tI
27579,maser,meIz@rɞ
27580,mash,mɑS
27581,mash,mɑS
27582,masher,mɑS@rɞ
27583,mashie,mɑSI
27584,mask,mAsk
27585,mask,mAsk
27586,masked,mAskt
27587,maskingtape,mAskINteIp
27588,masochism,mɑs@UkIz@m
27589,masochist,mɑs@UkIst
27590,masochistic,mɑs@UkIstIk
27591,mason,"meIsn,"
27592,Mason-Dixonline,"meIsn,dIksn,laIn"
27593,masonic,m@sOnIk
27594,masonic,m@sOnIk
27595,masonry,"meIsn,rI"
27596,masque,mAsk
27597,masquerade,mɑsk@reId
27598,masquerade,mɑsk@reId
27599,masquerader,mɑsk@reId@rɞ
27600,mass,mɑs
27601,mass,mɑs
27602,Mass,mɑs
27603,massacre,mɑs@k@rɞ
27604,massacre,mɑs@k@rɞ
27605,massage,mɑsAZ
27606,massage,mɑsAZ
27607,masses,mɑsIz
27608,masseur,mɑs3rɞ
27609,masseuse,mɑs3z
27610,massif,mɑsif
27611,massive,mɑsIv
27612,massively,mɑsIvlI
27613,massiveness,mɑsIvnIs
27614,massmedia,mɑsmidj@
27615,mass-produce,mɑspr@djus
27616,massproduction,"mɑspr@dVkSn,"
27617,massy,mɑsI
27618,mast,mAst
27619,mastectomy,mɑstEkt@mI
27620,master,mAst@rɞ
27621,master,mAst@rɞ
27622,Master,mAst@rɞ
27623,master,mAst@rɞ
27624,master-at-arms,mAst@r@tAmz
27625,mastercard,mAst@kAd
27626,masterful,mAst@fUl
27627,masterfully,mAst@fUlI
27628,master-key,mAst@ki
27629,masterless,mAst@lIs
27630,masterliness,mAst@lInIs
27631,masterly,mAst@lI
27632,mastermariner,mAst@mɑrIn@rɞ
27633,mastermind,mAst@maInd
27634,mastermind,mAst@maInd
27635,MasterofArts,mAst@rOvAts
27636,masterofceremonies,mAst@rOvsErIm@nIz
27637,MasterofHounds,mAst@rOvhaUndz
